,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic_final,Second_Topic,Third_Topic
4128,65514,The case number was not accepted by the system for documents for Appeals.,Q3,12/29/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,No,Male,Ontario,Post-graduate degree,65 or older,English,Retired,"$100,000 to under $120,000",No,No,Yes,Desktop or laptop computer,3.0,0.2680000066757202,"receive, document, site, submit, reassessment, login, email, go, option, letter","['case_number', 'accept', 'system', 'document', 'appeal']",3.0,13.0,5.0
4129,65517,I made a payment two days ago and was hoping to see it posted,Q3,12/29/2018,Accounts and payments,Once per month or more,Somewhat dissatisfied,,No,Female,British Columbia,High school graduate,55 to 64,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,5.0,0.511900007724762,"find, tax, change, return, mail, try, month, send, need, year","['payment', 'day', 'ago', 'hope', 'post']",5.0,8.0,3.0
4130,65518,Updated information was forwarded to CRA by a financial institution Nov 25. My account is not updated and it is costing me interest.,Q3,12/29/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Prefer not to say,Female,Ontario,College/vocational/technical school,55 to 64,English,Retired,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,8.0,0.5813000202178955,"update, payment, pay, online, credit, want, balance, check, owe, show","['update', 'information', 'forward', 'financial', 'institution', 'nov', 'account', 'update', 'cost', 'interest']",8.0,4.0,1.0
4131,65524,If I have a place with email messages why can't I contact you through email at this place / message center,Q3,12/29/2018,Other,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,Some university,35 to 49,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Smartphone,3.0,0.34130001068115234,"receive, document, site, submit, reassessment, login, email, go, option, letter","['place', 'email', 'message', 'contact', 'email', 'place', 'message', 'enter']",3.0,5.0,4.0
4132,65530,Need more info for up coming year,Q3,12/29/2018,RRSP and TFSA,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,College/vocational/technical school,65 or older,English,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,5.0,0.41429999470710754,"find, tax, change, return, mail, try, month, send, need, year","['need', 'information', 'come', 'year']",5.0,4.0,8.0
4133,65596,could not upload documents,Q3,12/29/2018,Submit documents,Prefer not to say,Very dissatisfied,,Prefer not to say,Prefer not to say,Ontario,University graduate,55 to 64,English,Prefer not to say,Prefer not to say,No,Yes,No,Desktop or laptop computer,5.0,0.5357000231742859,"find, tax, change, return, mail, try, month, send, need, year",['upload_documents'],5.0,0.0,1.0
4134,65609,I wasn't able to determine how much of my dependent's disability tax credit was used towards my taxes in order to transfer remainder to my spouse.,Q3,12/29/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,High school graduate,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,Yes,No,Desktop or laptop computer,5.0,0.45239999890327454,"find, tax, change, return, mail, try, month, send, need, year","['able', 'determine', 'dependent', 'disability', 'tax', 'credit', 'taxis', 'order', 'transfer', 'remainder', 'spouse']",5.0,8.0,4.0
4135,65625,"Change Tax Return was confusing. Could not find the Line I wanted to change.The add a line section did not help, search returned = 0",Q3,12/29/2018,Other,Once every 2 to 3 months,Very dissatisfied,,No,Male,Ontario,College/vocational/technical school,65 or older,English,Retired,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,5.0,0.4047999978065491,"find, tax, change, return, mail, try, month, send, need, year","['change', 'tax', 'return', 'confuse', 'find', 'line', 'want', 'change', 'add', 'line', 'section', 'help', 'search', 'return']",5.0,8.0,3.0
4136,65627,I do not like that something can be processing forever with no actual true info as to when I will be completed. CRA site gives timelines but times given by agents are diff & rarely true.,Q3,12/29/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,Alberta,Some high school,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Smartphone,13.0,0.3386000096797943,"time, say, log, page, error, assessment, ask, work, add, thing","['process', 'forever', 'actual', 'true', 'information', 'complete', 'site', 'give', 'timeline', 'time', 'give', 'agent', 'diff', 'rarely', 'true']",13.0,5.0,10.0
4137,65655,"You added another $2,200 to my tax return when I did indeed declare it for 2017. Your 100% wrong.",Q3,12/29/2018,Tax returns,Once or twice per year,Very dissatisfied,,Yes,Male,British Columbia,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,5.0,0.41429999470710754,"find, tax, change, return, mail, try, month, send, need, year","['add', '2,200', 'tax', 'return', 'declare', 'wrong']",5.0,13.0,3.0
4138,65680,Did not find what I was looking for,Q3,12/30/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,British Columbia,Post-graduate degree,50 to 54,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,5.0,0.3571000099182129,"find, tax, change, return, mail, try, month, send, need, year","['find', 'look']",5.0,4.0,0.0
4139,65732,info was not online,Q3,12/30/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,Some university,50 to 54,English,Working full-time (35+ hours per week),Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Desktop or laptop computer,4.0,0.3571000099182129,"information, account, date, look, available, access, wait, tell, instalment, get","['information', 'online']",4.0,8.0,0.0
4140,65762,This site is not User Friendly,Q3,12/30/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,No,Female,Ontario,College/vocational/technical school,55 to 64,English,Self-employed,"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,3.0,0.5418999791145325,"receive, document, site, submit, reassessment, login, email, go, option, letter","['site', 'user_friendly']",3.0,1.0,2.0
4141,65769,Having a secure system we should be able to access way more information and be able to link directly to contacts related to users concerns.,Q3,12/30/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,50 to 54,English,Not in the workforce,"Under $20,000",No,Yes,No,Smartphone,4.0,0.2791999876499176,"information, account, date, look, available, access, wait, tell, instalment, get","['have', 'secure', 'system', 'able', 'access', 'way', 'information', 'able', 'link', 'directly', 'contact', 'related', 'user', 'concern']",4.0,5.0,13.0
4142,65779,I was unable to change my direct deposit information,Q3,12/30/2018,Other,This was my first visit,Somewhat dissatisfied,CRA user ID and password,No,Male,British Columbia,Some university,65 or older,English,Retired,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,5.0,0.614300012588501,"find, tax, change, return, mail, try, month, send, need, year","['unable', 'change', 'direct_deposit', 'information']",5.0,4.0,0.0
4143,65788,"It's impossible to find relevant information after navigating through all the security warnings, a lot of circular paths in My Account",Q3,12/30/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Ontario,University graduate,35 to 49,English,"Unemployed, but looking for work","$100,000 to under $120,000",No,Yes,Yes,Desktop or laptop computer,10.0,0.29750001430511475,"agent, navigate, cumbersome, search, confusing, totally, suppose, computer, que, path","['impossible', 'find', 'relevant', 'information', 'navigate', 'security', 'warning', 'lot', 'circular', 'path', 'account']",10.0,4.0,13.0
4144,65814,It should be easier to access my sisters account since she has signed forms for both online and oral discussion between myself and CRA,Q3,12/30/2018,Online mail,Once every 2 to 3 months,Very dissatisfied,,No,Male,Ontario,High school graduate,65 or older,English,Retired,Prefer not to say,No,Prefer not to say,No,Desktop or laptop computer,4.0,0.5819000005722046,"information, account, date, look, available, access, wait, tell, instalment, get","['easy', 'access', 'sister', 'account', 'sign', 'form', 'online', 'oral', 'discussion']",4.0,8.0,5.0
4145,65835,no info on docs received assessments pending etc.,Q3,12/30/2018,Other,Once every 2 to 3 months,Very dissatisfied,,No,Female,British Columbia,University graduate,55 to 64,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,3.0,0.5120999813079834,"receive, document, site, submit, reassessment, login, email, go, option, letter","['information', 'doc', 'receive', 'assessment', 'pende', 'etc']",3.0,13.0,4.0
4146,65848,I was looking for instalments required in 2019. I couldn't find them.,Q3,12/30/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,Post-graduate degree,65 or older,English,Retired,"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,4.0,0.41429999470710754,"information, account, date, look, available, access, wait, tell, instalment, get","['look', 'instalment', 'require', 'find']",4.0,5.0,0.0
4147,65925,I could not seem to arrange my 2019 installments through this system,Q3,12/31/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,No,Female,Ontario,University graduate,55 to 64,English,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.3571999967098236,"information, account, date, look, available, access, wait, tell, instalment, get","['arrange', 'instalment', 'system']",4.0,5.0,1.0
4148,65942,Prefer to have “year to date” T4 info posted throughout current year,Q3,12/31/2018,Other,Once per month or more,Somewhat dissatisfied,,No,Female,Nova Scotia,Some university,65 or older,English,Retired,"$20,000 to under $40,000",No,Yes,No,Tablet,4.0,0.43880000710487366,"information, account, date, look, available, access, wait, tell, instalment, get","['prefer', 'year', 'date', 'information', 'post', 'current', 'year']",4.0,5.0,3.0
4149,65958,unable to get into my account  after many attempts called CRA,Q3,12/31/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,High school graduate,65 or older,English,Retired,"$80,000 to under $100,000",,No,No,Desktop or laptop computer,4.0,0.2143000066280365,"information, account, date, look, available, access, wait, tell, instalment, get","['unable', 'account', 'attempt', 'call']",4.0,8.0,5.0
4150,65973,I can't find where to log into the right account and find the site difficult to navigate,Q3,12/31/2018,Other,Once every 2 to 3 months,Very dissatisfied,,No,Female,Manitoba,High school graduate,35 to 49,English,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,5.0,0.383899986743927,"find, tax, change, return, mail, try, month, send, need, year","['find', 'log', 'right', 'account', 'find', 'site', 'difficult_navigate']",5.0,4.0,13.0
4151,65984,"I was checking if my installment payment was received and it is not showing yet, although it was made last week.",Q3,12/31/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,New Brunswick,University graduate,55 to 64,French,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,8.0,0.58160001039505,"update, payment, pay, online, credit, want, balance, check, owe, show","['check', 'instalment', 'payment', 'receive', 'show', 'week']",8.0,3.0,4.0
4152,66001,terrible user interface design plus an unwieldy and cumbersome user experience for what is otherwise a very straightforward process,Q3,12/31/2018,Submit documents,This was my first visit,Very dissatisfied,CRA user ID and password,No,Male,Prince Edward Island,Post-graduate degree,55 to 64,English,Self-employed,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,3.0,0.5009999871253967,"receive, document, site, submit, reassessment, login, email, go, option, letter","['terrible', 'user_interface', 'design', 'plus', 'unwieldy', 'cumbersome', 'user', 'experience', 'straightforward', 'process']",3.0,10.0,5.0
4153,66014,Direct deposit info on file,Q3,12/31/2018,Other,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,65 or older,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,Yes,Tablet,5.0,0.5178999900817871,"find, tax, change, return, mail, try, month, send, need, year","['direct_deposit', 'information', 'file']",5.0,4.0,0.0
4154,66016,The information was essentially 12 months out of date and couched with so many weasel words to be of no value.,Q3,12/31/2018,RRSP and TFSA,Once every 2 to 3 months,Very dissatisfied,,No,Male,Ontario,University graduate,65 or older,English,Retired,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,4.0,0.5185999870300293,"information, account, date, look, available, access, wait, tell, instalment, get","['information', 'essentially', 'month', 'date', 'couch', 'weasel', 'word', 'value']",4.0,5.0,1.0
4155,66042,"Hard to find what I was looking for. I want to change my password and it tells me to log out and log back in, but I still can not find the page to change it.",Q3,12/31/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,No,Female,British Columbia,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,Yes,Desktop or laptop computer,5.0,0.3700999915599823,"find, tax, change, return, mail, try, month, send, need, year","['hard', 'find', 'look', 'change_password', 'tell', 'log', 'log', 'find', 'page', 'change']",5.0,13.0,4.0
